ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers,aw_value
ocds-0c46vo-0001-4ced516d-51eb-472c-8467-fcb231a5f899,2017-02-23 09:38:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EURO GULF KENYA CONSTRUCTION,,1,290000
ocds-0c46vo-0001-0bbeba55-35aa-413d-a632-68941918cfb0,2019-08-14 16:43:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BP OIL INTERNATIONAL LIMITED,00322365,1,9311904
ocds-0c46vo-0001-d4474d76-e7ef-4b58-8c33-60c3b8407fd6,2019-08-14 11:59:51+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MACHINE TOOL &AMP; ENGINEERING SERVICES LTD,,1,97500
ocds-0c46vo-0001-8fb2305e-a166-49c9-86bf-87f86477128f,2019-08-13 16:58:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LIGHTFOOT DEFENCE LIMITED,05231340,1,0
ocds-0c46vo-0001-6ea5a035-de50-4d2a-9143-364939905739,2019-08-25 08:30:45+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SMI LIMITED,,1,4500000
ocds-0c46vo-0001-43188a99-4f13-4b85-a7a4-cf0616071ff0,2019-09-13 14:20:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DEFENCE SUPPORT INTERNATIONAL LIMITED,02774285,1,79094.3
ocds-0c46vo-0001-2c053647-f476-4645-ac15-c2495f23d6fa,2018-03-16 15:51:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BOURNE VALLEY SYSTEMS LTD,,1,367500
ocds-0c46vo-0001-7ba64623-b380-4eb2-839c-ff63b301a875,2019-09-16 13:30:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,E3 MEDIA LIMITED (TRADING AS GREAT STATE),,1,1142000
ocds-0c46vo-0001-9d3a7c3b-12f7-4b01-b15f-77c58d5c9f33,2017-02-20 14:39:07+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PETER MONK LIMITED,,1,3750000
ocds-0c46vo-0133-200052-2019,2019-04-30 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DE HAVILLAND SUPPORT LIMITED,04049847,1,300000.0
ocds-0c46vo-0353-NOV315082,2019-11-06 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BERGBAHNEN HINDELANG-OBERJOCH AG,,1,997740.0
ocds-0c46vo-0001-88920344-e284-473c-b3e6-a4365f941344,2017-07-25 08:52:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROFILE BOOKS LIMITED,03120147,1,65000
ocds-0c46vo-0353-MAY294872,2019-05-15 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CHEVAL STAR BOX LTD,,1,277000.0
ocds-0c46vo-0133-303465-2019,2019-07-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ARAL AKTIENGESELLSCHAFT,,1,1100000.0
ocds-0c46vo-0001-61847536-accb-49ab-8802-1f3e1a4e5cfb,2018-03-15 13:32:55+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARBON60 LIMITED,02209742,1,1131706.98
ocds-0c46vo-0001-d37bf124-abc9-4e35-a3f7-904297784ff5,2018-08-13 12:01:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TECHMODAL LIMITED,05642844,1,323000
ocds-0c46vo-0001-22b4bb7b-8d77-40c9-b05b-9265b342b81d,2018-03-28 16:43:24+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,82436.45
ocds-0c46vo-0133-078522-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE FALKLAND ISLANDS COMPANY LTD,,1,350000.0
ocds-0c46vo-0133-079922-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ULTRA ELECTRONICS LIMITED COMMAND AND CONTROL SYSTEMS,,1,7337033.0
ocds-0c46vo-0133-079456-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SPECIALISED TRAINING SERVICES LTD,,1,130000.0
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0133-079372-2019,2019-02-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARL ZEISS LTD,00542141,1,95711.08
ocds-0c46vo-0001-35cc23a7-59b0-4b51-97ac-41058beddf21,2018-11-02 12:28:41+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CENTIANT INTL LIMITED,08358841,1,96250
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BABCOCK TRAINING LIMITED,02817838,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE ROYAL ARTILLERY CENTRE FOR PERSONAL DEVELOPMENT,,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TQ EDUCATION AND TRAINING LIMITED,00604934,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE ARMY CATERING TRAINING TRUST,,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE COLLEGES&#039; PARTNERSHIP LIMITED,,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE COLLEGES&#039; PARTNERSHIP LIMITED,,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TQ EDUCATION AND TRAINING LIMITED,00604934,8,38971433
ocds-0c46vo-0001-2f584d73-0668-4960-a5c5-e3cd362c1dfe,2018-08-03 14:15:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,WBL SERVICES LIMITED,06320953,8,38971433
ocds-0c46vo-0001-a1dcb1f2-364f-4e6d-bc06-43f4bb805ae3,2019-12-01 15:20:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ULTRA ELECTRONICS LIMITED,02830644,1,5600000
ocds-0c46vo-0001-61294260-c3e0-49eb-8dc6-de9d186232fc,2018-02-14 09:03:20+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SUSTAINABLE CRIMINAL JUSTICE SOLUTIONS COMMUNITY INTEREST COMPAN,,1,25000
ocds-0c46vo-0001-86e35f4c-911b-4789-8fc8-27bb7cfd8232,2018-08-16 11:57:06+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NUFFIELD HEALTH,00576970,1,979188
ocds-0c46vo-0133-050050-2017,2017-02-09 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NBC ENVIRONMENT LTD.,,1,1500000.0
ocds-0c46vo-0001-b7ca875a-5510-4db2-a7a6-ef1298ff051c,2017-02-22 12:10:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIR CHARTER SERVICE GROUP LIMITED,04028491,1,29498
ocds-0c46vo-0001-24627047-59c8-4556-ad13-b0fd77c083da,2019-01-18 08:36:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BOHEMIA INTERACTIVE SIMULATIONS (UK) LTD,,1,487589.94
ocds-0c46vo-0001-171129b4-1ba0-4750-9ece-8e4956c6d097,2018-07-27 13:33:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PHILFORD DESIGN ENGINEERS LIMITED,,1,19630
ocds-0c46vo-0001-2a3264fc-bb8a-4d20-b5f8-2b83fa76d9c1,2019-02-17 14:01:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE FALKLAND ISLANDS COMPANY LIMITED,,1,350000
ocds-0c46vo-0001-9d615896-978c-49b1-a01c-bff82f544e98,2019-03-01 12:18:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ITS TESTING SERVICES UK LIMITED,,1,22933.1
ocds-0c46vo-0001-b39e57a2-05db-4b4c-a7f4-e7968efb592e,2019-03-01 12:15:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DELOITTE LLP,OC303675,1,565100
ocds-0c46vo-0001-0b24f64d-dd21-466e-ac7b-1caebc5bf4bc,2017-04-06 08:19:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ADESOFT,,4,281520
ocds-0c46vo-0001-0b24f64d-dd21-466e-ac7b-1caebc5bf4bc,2017-04-06 08:19:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CENTERPRISE INTERNATIONAL LIMITED,01738519,4,281520
ocds-0c46vo-0001-0b24f64d-dd21-466e-ac7b-1caebc5bf4bc,2017-04-06 08:19:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,4C EUROPE UK LTD,,4,281520
ocds-0c46vo-0001-0b24f64d-dd21-466e-ac7b-1caebc5bf4bc,2017-04-06 08:19:14+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BNH EXPERT SOFTWARE INC,,4,281520
ocds-0c46vo-0001-0a540ddd-16d2-4227-bb33-01b68c28b27d,2019-03-07 13:19:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PA TECHNOLOGY SOLUTIONS LIMTED,,1,60299.53
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ÔFFICE DE TOURISME DE SERRE CHEVALIER,,1,80633.0
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GEMEINDE RUHPOLDING,,1,806332.0
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OFFICE DE TOURISME DE PRALOGNAN-LA-VANOISE,,1,164670.0
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OFFICE DE TOURISME DE SERRE CHEVALIER,,1,992273.0
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LES CONTAMINES TOURISME,,1,818467.0
ocds-0c46vo-0133-355273-2019,2019-07-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SHUTTLEBERG GMBH AND CO KG,,1,297070.0
ocds-0c46vo-0001-bf411bf6-7af5-4c01-9fb3-e7694a60a3c5,2019-04-08 10:11:51+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ACTICA CONSULTING LIMITED,03396854,1,565050
ocds-0c46vo-0001-768bb78f-b8b7-48be-88ab-6e58e6757666,2018-08-23 14:44:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED (WEST FREUGH),,1,274726
ocds-0c46vo-0001-8ec99c1c-63f5-4cb1-b7d8-561fcb67291b,2018-01-25 14:57:58+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BMT ASSET PERFORMANCE LIMITED,01636835,1,300000
ocds-0c46vo-0001-9506db37-79e2-4be2-9c06-bff0bbb1c018,2017-08-20 08:36:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LIGHTFOOT DEFENCE,,1,193980
ocds-0c46vo-0001-12d303aa-13cb-428b-b85b-2ee6e7cd1d33,2019-05-14 08:55:56+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EMERGENCY ONE (U.K.) LIMITED,SC319443,1,792280.2
ocds-0c46vo-0001-11885cc5-4127-41c4-a64a-04d3f3224364,2019-05-16 13:05:44+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GOWLING WLG (UK) LLP,OC304378,1,2916666
ocds-0c46vo-0001-cd7dcba6-d09c-4882-9781-49784cd58d01,2018-10-29 14:06:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,INDUSTRIAL MAINTENANCE SERVICES LIMITED,04854832,1,9500000
ocds-0c46vo-0001-dc9307f4-1591-4dd1-944a-7814189fc131,2019-02-28 11:10:46+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LOGO STUDIO LTD T/A TAJIMA UK,,1,17500
ocds-0c46vo-0001-ebd480c2-cbb4-4b89-bb07-32b3145061e1,2017-05-25 09:09:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AVAILABLE FROM DEFCOMRCLCC-TECHSPT-COMM@MOD.UK,,1,400000000
ocds-0c46vo-0001-3b4c9f89-c7bd-4992-a2fd-956d0b352520,2019-03-06 15:44:43+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JOHN GILLMAN &AMP; SON&#039;S (ELECTRICAL) LTD,,1,75833.6
ocds-0c46vo-0001-176f241e-99c2-498e-9021-739c5a2e6998,2017-09-15 15:43:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LINK UP MITAKA LIMITED,01789968,1,204
ocds-0c46vo-0001-b6d7a09a-bd34-4f33-9c4e-2786b087d4be,2018-07-09 10:33:58+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,D Z SPORTS LIMITED,,1,10200
ocds-0c46vo-0001-af365645-afb7-48c4-9a9c-02bf960cb96b,2018-04-19 10:22:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AECOM LIMITED,01846493,1,71634
ocds-0c46vo-0001-0e0dc5f4-6152-46a5-8fcf-7ed573c39456,2019-07-31 10:59:47+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GVA GRIMLEY LIMITED,06382509,1,165000
ocds-0c46vo-0001-8e3ef39f-a5f4-4769-b19b-f6082c97a3a3,2017-06-30 15:54:26+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MEGGITT AEROSPACE LIMITED T?A MEGGITT AVIONICS,,1,750000
ocds-0c46vo-0001-c16a59f7-1075-4c51-ba3d-9c6f69c9e796,2019-07-25 14:42:41+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (U.K.) LTD,,1,0
ocds-0c46vo-0001-ec100bc7-69fa-4808-939f-c198778d9169,2017-02-14 09:42:32+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,2944000
ocds-0c46vo-0001-3c6b4c22-15ff-466a-8bb1-7e0e5958f59d,2018-10-09 10:35:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,POSTAL CHOICES LIMITED,,1,26085
ocds-0c46vo-0001-e6feeb3c-fca4-4369-b9f5-c51783f65871,2018-11-05 08:52:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ESRI UK LIMITED,,1,49238
ocds-0c46vo-0001-59ef608d-168e-428a-85a3-ffdee30a44a3,2017-10-05 15:10:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE MAERSK COMPANY LIMITED,,1,0
ocds-0c46vo-0133-446080-2019,2019-09-23 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THALES UK LIMITED,00868273,1,2603496.0
ocds-0c46vo-0001-4f0bd429-ad5e-4791-af3c-9c79752ef3bc,2017-06-26 08:51:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JJ MORGAN CONSULTING LIMITED,,1,167050
ocds-0c46vo-0001-28d84732-75d7-4cd2-9c27-17947eb675b9,2019-03-14 11:15:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THALES UK LIMITED,00868273,1,4784618
ocds-0c46vo-0001-906106b6-54e2-459e-9e87-d63e4f98ada4,2018-03-16 09:57:53+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,,1,0
ocds-0c46vo-0001-7af8edc5-0766-423e-b061-96117b07ee22,2019-03-21 15:10:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ACTICA CONSULTING LIMITED,03396854,1,969424.5
ocds-0c46vo-0001-1ddc8d09-615a-4653-9d6f-a26d725fca0b,2019-04-25 11:26:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,E3 MEDIA LIMITED T/A GREAT STATE LTD,,1,4099995
ocds-0c46vo-0001-db2f6c49-08ba-4747-a008-130e6e67aa37,2019-06-20 15:15:54+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GORKANA LIMITED,04765815,1,50000
ocds-0c46vo-0001-4ed62690-cefb-4dbd-b364-cff788883ea0,2018-06-12 15:44:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"PALANTIR TECHNOLOGIES UK, LTD.",07042994,1,1666000
ocds-0c46vo-0001-73c84309-4241-4416-82f5-0ee941ed9877,2019-11-27 11:43:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO MW LTD,02426132,1,0
ocds-0c46vo-0001-ee7213cb-928f-4d9a-b25c-354a24abe20e,2017-02-02 10:33:30+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATOS IT SERVICES UK LIMITED,01245534,1,697052
ocds-0c46vo-0001-a25f02da-05cf-42db-98dc-710f2f45b66f,2017-12-22 15:51:07+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AUTONOMOUS SURFACE VEHICLES LIMITED,03689515,1,196606.35
ocds-0c46vo-0001-de3c80b3-6f1f-4c6d-8ba0-6e65f562ee84,2018-06-07 12:10:56+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PA CONSULTING SERVICES LIMITED,00414220,1,2299349
ocds-0c46vo-0133-334990-2019,2019-07-17 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SONY EUROPE,,1,156000.0
ocds-0c46vo-0001-fe516293-19e4-4de8-b122-a7cb9025e15b,2018-03-08 13:13:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,UNIVERSITY OF EXETER,RC000653,1,14000
ocds-0c46vo-0133-001836-2019,2019-01-03 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ONTIC ENGINEERING AND MANGUFACTURING,,1,363000.0
ocds-0c46vo-0001-8776ba10-0380-40bb-846d-0bcdef819b47,2017-01-20 10:02:26+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SALT SEPERATION SERVICES LIMITED,,1,12156.62
ocds-0c46vo-0001-77a64c60-c3fd-4d76-bdab-655458632ee0,2018-04-11 10:04:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SOFTWARE (AG) UK LTD,,1,2634447
ocds-0c46vo-0001-50f54133-4915-4998-a398-1494db30159e,2017-02-09 15:19:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NATIONAL AIR CARGO (DEUTSCHLAND) GMBH,,1,430000
ocds-0c46vo-0001-474bcd8c-8e1a-463f-a0a3-becd71d50eaa,2018-04-28 08:57:10+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS MARINE LIMITED,00229770,1,3500000
ocds-0c46vo-0001-382e81a6-0fef-4b0e-85eb-0cab0f03305e,2017-09-13 13:04:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIR CHARTER SERVICES,,2,1300000
ocds-0c46vo-0001-382e81a6-0fef-4b0e-85eb-0cab0f03305e,2017-09-13 13:04:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AGILITY DEFENSE AND GOVERNMENT SERVICES,,2,1300000
ocds-0c46vo-0133-102084-2019,2019-03-05 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,W.T. PARTNERSHIP LTD,,1,127780.0
ocds-0c46vo-0001-5f5f6c4c-6e07-47d0-9848-a189f707de94,2017-03-21 16:26:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CITIGROUP GLOBAL MARKETS LIMITED,01763297,1,18000000
ocds-0c46vo-0001-fe542158-939d-4186-af72-33814202d9e1,2017-03-21 17:10:56+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MERRILL LYNCH INTERNATIONAL,02312079,1,18000000
ocds-0c46vo-0133-222079-2019,2019-05-14 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NSAF LTD,,1,3500000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ABSOLUTE MUSIC SOLUTIONS LTD,,1,200000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JOHNS AND MUSHROOM PERCUSSION LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JULIAN THWAITES AND COMPANY LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MR PAUL BROWN TRADING AS KINGDOM THISTLE PIPE BAND SUPPLIES,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MCCALLUM BAGPIPES LTD,,1,150000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PHIL PARKER LIMITED,00405984,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROZONE MUSIC LTD,,1,500000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RICHARD SMITH (M I) LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROSEHILL INSTRUMENTS LIMITED,01324186,1,873946.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ST KILDA (HOLDINGS) LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE WAREHOUSE SOUND SERVICES LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ACHILTIBUIE BAGPIPE SPECIALISTS LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE WIND SECTION LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,WHITE LIGHT LIMITED,01031687,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AMMO AND COMPANY LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AUTOGRAPH SALES LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BLANDFORD WOODWIND LIMITED,03580971,1,300000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FIRST CLASS BRASS LTD,,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HAYDOCK MUSIC LIMITED,SC267310,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HAYES MUSIC LIMITED,07032922,1,100000.0
ocds-0c46vo-0133-315981-2019,2019-07-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HOWARTH OF LONDON LIMITED,00492396,1,400000.0
ocds-0c46vo-0001-a9240750-d86b-46bf-9ce2-d8d96c08b1aa,2017-01-10 10:59:39+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LOUTSIOS GROUP,,2,773516
ocds-0c46vo-0001-a9240750-d86b-46bf-9ce2-d8d96c08b1aa,2017-01-10 10:59:39+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MICHAELS AUTOMOTIVE LIMITED,,2,773516
ocds-0c46vo-0001-99fb9d25-fc16-4807-a327-59401767816e,2019-08-27 09:40:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BLOCK AUTOMOTIVE LTD,,1,39200
ocds-0c46vo-0001-f6127900-2aa2-45cf-a0d7-28eb064ec8e0,2017-03-21 13:46:28+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,HELMET INTEGRATED SYSTEMS LIMITED,02766754,1,9775262.56
ocds-0c46vo-0001-f5f13271-17a9-4972-8b29-5b75cca80344,2017-03-20 11:42:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"MULTIPLE AWARDS, CHILLFLAME LTD, FLETCHERS FACILITIES LTD, J TOM",,4,200000
ocds-0c46vo-0001-f5f13271-17a9-4972-8b29-5b75cca80344,2017-03-20 11:42:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"MULTIPLE INCL CC FACILITIES LTD, FLETCHERS FACILITIES LTD, J TOM",,4,200000
ocds-0c46vo-0001-f5f13271-17a9-4972-8b29-5b75cca80344,2017-03-20 11:42:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"MULTIPLE INCL IMPULSE ENGINEERING LTD, FLETCHERS FACILITIES LTD,",,4,200000
ocds-0c46vo-0001-f5f13271-17a9-4972-8b29-5b75cca80344,2017-03-20 11:42:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OPUS INTERNATIONAL,,4,200000
ocds-0c46vo-0133-295489-2019,2019-06-25 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RHEINMETALL WAFFE MUNITION GMBH,,1,120000000.0
ocds-0c46vo-0001-b86039fe-723d-4183-a6f8-7534efb946fe,2019-04-11 11:22:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ERNST & YOUNG LIMITED,05458987,1,799200
ocds-0c46vo-0001-6398dfae-4723-46f3-ae63-08419a5f8c5d,2019-04-04 14:39:04+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS) CORINTH REF,,1,0
ocds-0c46vo-0001-4e967d62-29c9-4d53-8649-e3c41b9562a1,2019-08-29 09:00:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROHDE AND SCHWARZ,,1,9512166
