ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers
ocds-0c46vo-0384-28321319FA0010497,2019-11-11 10:00:32.710305+00,,SOCIAL SECURITY ADMINISTRATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-H9821017F0057,2019-11-12 01:30:01.474295+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00795,2019-11-11 10:05:04.00743+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018919PZ173,2019-11-12 01:19:53.652462+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS17F00052,2019-11-11 10:05:04.128521+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00815,2019-11-11 10:01:56.059492+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47QFCA18F0081,2019-11-12 00:42:04.012764+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100025,2019-11-11 10:00:33.814142+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30119F06285,2019-11-12 01:30:46.121216+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000360,2019-11-12 00:58:20.821033+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B03C19F00000886,2019-11-11 10:11:43.780551+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSN268201500062U,2019-11-11 10:25:01.41018+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSHQDC17F00124,2019-11-12 00:28:52.221889+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B04C19F00000233,2019-11-12 20:22:07.713007+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70RTAC18FR0000004,2019-11-12 21:50:06.007972+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10X18N0080,2019-11-12 20:53:49.393002+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JCRM19F00000006,2019-11-12 22:03:21.11196+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H518F00765,2019-11-12 23:57:01.766202+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000020,2019-11-13 01:27:21.858837+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSN271201800026U,2019-11-12 19:29:40.159325+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00548,2019-11-12 20:30:06.67499+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSP233201800007W,2019-11-12 22:44:11.610607+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DOCWO003,2019-11-12 19:50:03.445776+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NOIA004,2019-11-13 00:47:58.629221+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B03C19F00000725,2019-11-12 22:07:17.953354+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DTOS5914F10085,2019-11-12 21:36:22.47066+00,,DEPARTMENT OF TRANSPORTATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12318718F0422,2019-11-12 21:45:13.343016+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314418F0779,2019-11-12 22:49:09.474686+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T05019F1NOCP003,2019-11-12 19:29:56.5135+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-16PBGC19T0011,2019-11-12 21:25:13.288172+00,,PENSION BENEFIT GUARANTY CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75D30118F01708,2019-11-12 22:38:57.052784+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2033H619F00267,2019-11-12 21:45:34.11525+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2033H619F00214,2019-11-12 19:11:38.852219+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N3220519P2025,2019-11-12 21:35:15.85607+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA14L0531,2019-11-13 00:34:40.647443+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B04C19F00000237,2019-11-12 20:22:08.678935+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70CMSW19FR0000006,2019-11-12 23:05:05.843745+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000122,2019-11-13 01:27:21.211472+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10X18N0087,2019-11-12 20:06:54.790007+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00637,2019-11-12 19:11:30.300252+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H518F00995,2019-11-13 00:16:14.611289+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B06C19F00001385,2019-11-13 00:49:05.559346+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T01019F1NCRL020,2019-11-12 21:45:19.876919+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-16PBGC19T0028,2019-11-12 20:03:22.992874+00,,PENSION BENEFIT GUARANTY CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-W81XWH17F0064,2019-11-12 20:31:07.571369+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-DTFH6117F00101,2019-11-13 01:08:49.846763+00,,DEPARTMENT OF TRANSPORTATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HSCEMS17F00057,2019-11-12 20:29:44.006981+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-M6785416F4804,2019-11-13 00:16:11.505008+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0003919F0065,2019-11-13 00:59:36.165554+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-36C10X18N0114,2019-11-12 21:34:41.153512+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB18F00000077,2019-11-12 22:50:14.402748+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B04C19F00000235,2019-11-12 20:22:10.804425+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-TIRNO11D000160016,2019-11-12 20:57:17.070618+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HT001117F0003,2019-11-12 20:22:07.942062+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H519F00624,2019-11-12 19:20:29.941809+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-75P00119F00019,2019-11-12 22:50:54.371419+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002014F61302,2019-11-12 22:45:24.930691+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-CFP16K00011,2019-11-13 00:11:09.935447+00,,CONSUMER FINANCIAL PROTECTION BUREAU,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-16PBGC19F0007,2019-11-12 19:17:38.642932+00,,PENSION BENEFIT GUARANTY CORPORATION,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HQ003419F0058,2019-11-12 21:38:01.475299+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-140D7019F0014,2019-11-12 20:03:34.708023+00,,DEPARTMENT OF THE INTERIOR,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-VA11817F1834,2019-11-12 19:18:29.196078+00,,DEPARTMENT OF VETERANS AFFAIRS,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70B01C18F00000518,2019-11-12 22:48:27.237009+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HHSD2002010372100027,2019-11-12 04:30:30.694042+00,,DEPARTMENT OF HEALTH AND HUMAN SERVICES,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H518F00163,2019-11-13 03:23:10.142025+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-140P2119F0072,2019-11-12 01:45:59.994604+00,,DEPARTMENT OF THE INTERIOR,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-47QFAA19F0021,2019-11-12 05:08:05.259304+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NRCA370,2019-11-13 03:15:36.016242+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-12314418F0748,2019-11-12 04:20:58.484125+00,,DEPARTMENT OF AGRICULTURE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N0018918FZ946,2019-11-12 04:27:06.853585+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1331L519F13520727,2019-11-13 03:31:13.238987+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-2032H320F00001,2019-11-12 02:37:37.01399+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-N6833516C0184,2019-11-12 03:25:30.141441+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000133,2019-11-12 04:34:42.692098+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-1333LB19F00000221,2019-11-12 05:08:01.392113+00,,DEPARTMENT OF COMMERCE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-TIRNO11D000160017,2019-11-13 03:23:11.746153+00,,DEPARTMENT OF THE TREASURY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-GSQ0017AJ0046,2019-11-12 04:36:19.736014+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NAP2040,2019-11-12 02:35:32.696552+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-15JPSS19F00000579,2019-11-12 03:55:09.379234+00,,DEPARTMENT OF JUSTICE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-SAQMMA16F1155,2019-11-12 04:18:06.267445+00,,DEPARTMENT OF STATE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-HQ003419F0250,2019-11-12 02:47:22.97471+00,,DEPARTMENT OF DEFENSE,DELOITTE LLP,OC303675,1
ocds-0c46vo-0384-70T04019F1NAP8002,2019-11-12 02:35:40.075459+00,,DEPARTMENT OF HOMELAND SECURITY,DELOITTE LLP,OC303675,1
